,links
1511,https://blog.rapid7.com/2017/05/04/how-security-teams-can-effectively-combat-alert-fatigue/
1512,https://blog.rapid7.com/2016/09/27/how-security-orchestration-optimizes-time-to-response-in-enterprise-security-operations/
1513,https://blog.rapid7.com/2017/01/25/the-most-repetitive-tasks-security-analysts-perform/
1514,https://blog.rapid7.com/2017/07/12/balancing-human-and-machine-input-in-information-security/
1515,https://blog.rapid7.com/2016/10/06/how-security-automation-saves-up-to-83-percent-of-time-spent-investigating-alerts/
1516,https://www.rapid7.com/resources/wbw-what-is-security-orchestration/
1517,https://blog.rapid7.com/2018/06/13/how-security-orchestration-and-automation-will-unite-infosec/
1518,https://www.rapid7.com/products/insightappsec/features/attack-replay/
1519,https://www.rapid7.com/resources/keeping-up-with-app-complexity/
1520,https://blog.rapid7.com/2018/02/28/how-to-scan-your-own-application-with-the-insightappsec-free-trial/
1521,https://blog.rapid7.com/2018/01/11/how-to-choose-a-security-orchestration-and-automation-platform/
1522,https://blog.rapid7.com/2017/03/23/the-roi-of-security-orchestration-and-automation-white-paper/
1523,https://information.rapid7.com/komand-security-automation-webcast-june.html
1524,https://blog.rapid7.com/2017/10/18/defining-your-career-in-infosec/
1525,https://blog.rapid7.com/2016/06/21/a-layered-approach-to-handling-phishing-attacks/
1526,https://blog.rapid7.com/2017/04/04/how-security-orchestration-automation-fits-into-your-incident-response-plan
1527,https://blog.rapid7.com/2016/10/06/how-security-automation-saves-up-to-83-precent-of-time-spent-investigating-alerts/
1528,https://blog.rapid7.com/2017/04/04/how-security-orchestration-automation-fits-into-your-incident-response-plan/
1529,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/07/12/building-a-tech-stack-to-enable-security-orchestration-and-automation/&title=Building a Tech Stack to Enable Security Orchestration and Automation&summary=In this blog post, we explore how to plan for security orchestration and automation while building out your technology stack. Learn more."
1530,https://twitter.com/intent/tweet?text=Building a Tech Stack to Enable Security Orchestration and Automation&url=https://blog.rapid7.com/2018/07/12/building-a-tech-stack-to-enable-security-orchestration-and-automation/
1531,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/07/12/building-a-tech-stack-to-enable-security-orchestration-and-automation/
1532,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/07/05/how-security-automation-helps-you-work-smarter-and-improve-accuracy/&title=How Security Automation Helps You Work Smarter and Improve Accuracy&summary=Many of us, across many different industries, have to make decisions amidst a multitude of different input and alerts. Wherever possible, automating certain responsibilities"
1533,https://twitter.com/intent/tweet?text=How Security Automation Helps You Work Smarter and Improve Accuracy&url=https://blog.rapid7.com/2018/07/05/how-security-automation-helps-you-work-smarter-and-improve-accuracy/
1534,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/07/05/how-security-automation-helps-you-work-smarter-and-improve-accuracy/
1535,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/06/28/do-you-need-coding-resources-on-your-security-team/&title=Do You Need Coding Resources on Your Security Team?&summary=Often when security teams think about security automation, they worry they don’t have the coding capabilities needed to create, implement, and maintain it."
1536,https://twitter.com/intent/tweet?text=Do You Need Coding Resources on Your Security Team?&url=https://blog.rapid7.com/2018/06/28/do-you-need-coding-resources-on-your-security-team/
1537,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/06/28/do-you-need-coding-resources-on-your-security-team/
1538,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/06/26/in-our-customers-words-why-mastering-application-security-basics-matters/&title=In Our Customers’ Words: Why Mastering Application Security Basics Matters&summary=In a recent conversation with a Rapid7 application security customer, I was reminded how much of a security practitioner’s day can be consumed"
1539,https://twitter.com/intent/tweet?text=In Our Customers’ Words: Why Mastering Application Security Basics Matters&url=https://blog.rapid7.com/2018/06/26/in-our-customers-words-why-mastering-application-security-basics-matters/
1540,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/06/26/in-our-customers-words-why-mastering-application-security-basics-matters/
1541,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/06/21/orchestration-and-automation-questions-you-need-to-ask-vendors/&title=Top Three Questions to ask Security Orchestration and Automation Vendors&summary=If you’ve been in cybersecurity for some time, you’ve likely heard about the many benefits of security orchestration and automation: time saved,"
1542,https://twitter.com/intent/tweet?text=Top Three Questions to ask Security Orchestration and Automation Vendors&url=https://blog.rapid7.com/2018/06/21/orchestration-and-automation-questions-you-need-to-ask-vendors/
1543,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/06/21/orchestration-and-automation-questions-you-need-to-ask-vendors/
1544,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2018/01/23/incorporating-automated-actions-into-your-vulnerability-management-process/&title=Incorporating Automated Actions Into Your Vulnerability Management Process&summary=In today’s security climate, we all want to know that our data is as current as possible. Often, customers will increase their vulnerability"
1545,https://twitter.com/intent/tweet?text=Incorporating Automated Actions Into Your Vulnerability Management Process&url=https://blog.rapid7.com/2018/01/23/incorporating-automated-actions-into-your-vulnerability-management-process/
1546,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2018/01/23/incorporating-automated-actions-into-your-vulnerability-management-process/
1547,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/11/21/2017-security-careers-highlights-roles-and-responsibilities-in-demand/&title=2017 Security Careers Highlights: Roles and Responsibilities in Demand&summary=The demand for security professionals today is higher than it’s ever been before. It’s a hot field to be in, considering how"
1548,https://twitter.com/intent/tweet?text=2017 Security Careers Highlights: Roles and Responsibilities in Demand&url=https://blog.rapid7.com/2017/11/21/2017-security-careers-highlights-roles-and-responsibilities-in-demand/
1549,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/11/21/2017-security-careers-highlights-roles-and-responsibilities-in-demand/
1550,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/11/09/how-to-securely-handle-a-lost-or-stolen-device-a-practical-workflow/&title=How to Securely Handle a Lost or Stolen Device: A Practical Workflow&summary=It’s 10pm and you receive an email from a teammate that their laptop was stolen at a local networking event. You learn that
1551,https://twitter.com/intent/tweet?text=How to Securely Handle a Lost or Stolen Device: A Practical Workflow&url=https://blog.rapid7.com/2017/11/09/how-to-securely-handle-a-lost-or-stolen-device-a-practical-workflow/
1552,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/11/09/how-to-securely-handle-a-lost-or-stolen-device-a-practical-workflow/
1553,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/11/02/security-career-paths-common-and-unique-roles/&title=Security Career Paths: Common and Unique Roles&summary=Security is one of the most in-demand roles today. According to recent numbers, the demand for security workers is expected to grow to 6"
1554,https://twitter.com/intent/tweet?text=Security Career Paths: Common and Unique Roles&url=https://blog.rapid7.com/2017/11/02/security-career-paths-common-and-unique-roles/
1555,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/11/02/security-career-paths-common-and-unique-roles/
1556,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/10/26/why-security-teams-should-embrace-automation/&title=Why Security Teams Should Embrace (Not Fear) Automation&summary=It’s not the coming of the apocalypse. It’s not the end of the security profession. And it’s certainly not a bad
1557,https://twitter.com/intent/tweet?text=Why Security Teams Should Embrace (Not Fear) Automation&url=https://blog.rapid7.com/2017/10/26/why-security-teams-should-embrace-automation/
1558,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/10/26/why-security-teams-should-embrace-automation/
1559,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/10/18/defining-your-career-in-infosec/&title=Everything You Need to Know About Building a Career in Security&summary=Are you thinking about pursuing a career in security? Or have you already started one, and you’re wondering what it will take to"
1560,https://twitter.com/intent/tweet?text=Everything You Need to Know About Building a Career in Security&url=https://blog.rapid7.com/2017/10/18/defining-your-career-in-infosec/
1561,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/10/18/defining-your-career-in-infosec/
1562,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/10/05/how-to-choose-skills-for-your-security-operations-center/&title=SOC Series: How to Choose the Right Skills for Your SOC&summary=Do you have the right mix of skills in your security operations center (SOC)? Whether your SOC is brand new or has been around
1563,https://twitter.com/intent/tweet?text=SOC Series: How to Choose the Right Skills for Your SOC&url=https://blog.rapid7.com/2017/10/05/how-to-choose-skills-for-your-security-operations-center/
1564,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/10/05/how-to-choose-skills-for-your-security-operations-center/
1565,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/10/04/how-to-password-protect-apache-directories-with-mod_authn_dbd-and-mysql-on-ubuntu-linux/&title=How to Password Protect Apache Directories with mod_authn_dbd and MySQL on Ubuntu Linux&summary=Synopsis The mod_authn_dbd is an Apache module that provides the functionality for Apache to authenticate users with MySQL database. This module provides
1566,https://twitter.com/intent/tweet?text=How to Password Protect Apache Directories with mod_authn_dbd and MySQL on Ubuntu Linux&url=https://blog.rapid7.com/2017/10/04/how-to-password-protect-apache-directories-with-mod_authn_dbd-and-mysql-on-ubuntu-linux/
1567,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/10/04/how-to-password-protect-apache-directories-with-mod_authn_dbd-and-mysql-on-ubuntu-linux/
1568,"https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2017/10/04/how-to-secure-apache-with-lets-encrypt-on-ubuntu-linux/&title=How To Secure Apache with Let's Encrypt on Ubuntu Linux&summary=Synopsis Improving your website security has generally been most complicated and expensive task for every Linux administrator. Let’s Encrypt is a free, automated,"
1569,https://twitter.com/intent/tweet?text=How To Secure Apache with Let's Encrypt on Ubuntu Linux&url=https://blog.rapid7.com/2017/10/04/how-to-secure-apache-with-lets-encrypt-on-ubuntu-linux/
1570,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2017/10/04/how-to-secure-apache-with-lets-encrypt-on-ubuntu-linux/
1571,https://github.com/rapid7/cps-property-generator
1572,https://www.rapid7.com/company/partners/integration.php
1573,https://securitydesk.rapid7.com/hc/en-us/requests/new?ticket_form_id=149683
1574,https://rapid7.com/company/events.php
1575,https://github.com/rapid7/metasploit-framework/commit/d5d9d56081cf0c190c432071004c5de43ec8a1d4
1576,https://github.com/rapid7/metasploit-framework/issues/9888
1577,https://github.com/rapid7/metasploit-framework/pull/9845
1578,https://github.com/rapid7/metasploit-framework/commit/4e5e0f2c40b2bd9762107bef0a8b69fbbf602dba
1579,https://github.com/rapid7/metasploit-framework/pull/9356#issuecomment-380582219
1580,https://github.com/rapid7/metasploit-framework/issues/10177
1581,https://github.com/rapid7/metasploit-framework/issues/10160
1582,https://github.com/rapid7/metasploit-payloads/issues/280
1583,https://travis-ci.org/rapid7/metasploit-framework/builds/363252563?utm_source=github_status&utm_medium=notification
1584,https://travis-ci.org/rapid7/metasploit-framework/builds/400999676?utm_source=github_status&utm_medium=notification
1585,https://github.com/rapid7/metasploit-framework/pull/10141
1586,https://github.com/rapid7/metasploit-framework/commit/730010aa06699b4659741fec7ae9b800e4ede926
1587,https://github.com/rapid7/metasploit-framework/pull/10119
1588,https://travis-ci.org/rapid7/metasploit-payloads/builds/417050023?utm_source=github_status&utm_medium=notification
1589,https://travis-ci.org/rapid7/metasploit-payloads/builds/417394942?utm_source=github_status&utm_medium=notification
1590,https://github.com/rapid7/metasploit-payloads/pull/296#issuecomment-413966923
1591,https://github.com/rapid7/metasploit-framework/commit/e8af2dd67cb7d6e4ff41d01e4af22e7029280b5d?diff=unified
1592,https://github.com/rapid7/metasploit-framework/commit/e8af2dd67cb7d6e4ff41d01e4af22e7029280b5d?diff=split
1593,https://travis-ci.org/rapid7/metasploit-framework/builds/21795864
1594,https://github.com/rapid7/metasploit-framework/pull/3157/files#r11773568
1595,https://travis-ci.org/rapid7/metasploit-framework/builds/23300092
1596,https://travis-ci.org/rapid7/metasploit-framework/builds/23300223
1597,https://travis-ci.org/rapid7/metasploit-framework/builds/23300428
1598,https://travis-ci.org/rapid7/metasploit-framework/builds/23300748
1599,https://travis-ci.org/rapid7/metasploit-framework/builds/23302666
1600,https://travis-ci.org/rapid7/metasploit-framework/builds/23302980
1601,https://travis-ci.org/rapid7/metasploit-framework/builds/23541997
1602,https://github.com/rapid7/metasploit-framework/commit/321f2b8746e945d207aa93332f84042582d37c37?diff=unified
1603,https://github.com/rapid7/metasploit-framework/commit/321f2b8746e945d207aa93332f84042582d37c37?diff=split
1604,https://github.com/rapid7/metasploit-framework/commit/3c1befdacb227ca0ed3bfda8d4c63e547595179d?diff=unified
1605,https://github.com/rapid7/metasploit-framework/commit/3c1befdacb227ca0ed3bfda8d4c63e547595179d?diff=split
1606,https://travis-ci.org/rapid7/metasploit-framework/builds/204620903
1607,https://travis-ci.org/rapid7/metasploit-framework/builds/18139108
1608,https://github.com/rapid7/metasploit-framework/wiki/How-to-write-a-check()-method
1609,https://travis-ci.org/rapid7/metasploit-framework/builds/18603505
1610,https://travis-ci.org/rapid7/metasploit-framework/builds/19751086
1611,https://travis-ci.org/rapid7/metasploit-framework/builds/19829586
1612,https://github.com/rapid7/metasploit-framework/blob/master/documentation/modules/module_doc_template.md
1613,https://github.com/rapid7/metasploit-framework/commit/2534ef76f30fd4c38de01771b0e99323d432c41f?diff=unified
1614,https://github.com/rapid7/metasploit-framework/commit/2534ef76f30fd4c38de01771b0e99323d432c41f?diff=split
1615,https://travis-ci.org/rapid7/metasploit-framework/builds/323015155?utm_source=github_status&utm_medium=notification
1616,https://travis-ci.org/rapid7/metasploit-framework/builds/323649052?utm_source=github_status&utm_medium=notification
1617,https://github.com/rapid7/metasploit-framework/commit/0141fc109db7d1ba47eb985cf2f82df5ae797da9?diff=unified
1618,https://github.com/rapid7/metasploit-framework/commit/0141fc109db7d1ba47eb985cf2f82df5ae797da9?diff=split
1619,https://github.com/rapid7/metasploit-framework/issues/9890
1620,https://github.com/rapid7/metasploit-framework/pull/8452
1621,https://github.com/rapid7/metasploit-framework/commit/a44c492fed89d1696c6d83ef692486e11665e4de
1622,https://github.com/rapid7/metasploit-framework/pull/9557
1623,https://github.com/rapid7/ruby_smb/graphs/contributors
1624,https://github.com/rapid7/metasploit-framework/commit/02849bcfd0a0f2cc178dcf8cd98e0c28be11104e
1625,https://travis-ci.org/rapid7/metasploit-framework/builds/355905468?utm_source=github_status&utm_medium=notification
1626,https://travis-ci.org/rapid7/metasploit-framework/builds/355964252?utm_source=github_status&utm_medium=notification
1627,https://github.com/rapid7/rex-text/pull/11
1628,http://github.com/rapid7/metasploit-framework/pulls
1629,https://github.com/rapid7/metasploit-framework/wiki/Metasploit-Development-Environment
1630,http://rapid7.com
1631,https://github.com/rapid7/metasploit-framework/wiki/Committer-Keys
1632,https://github.com/orgs/rapid7/teams/framework-public-committers/repositories
1633,https://github.com/rapid7/metasploit-framework/wiki/Setting-Up-a-Metasploit-Development-Environment#keeping-in-sync
1634,https://github.com/rapid7/metasploit-framework/wiki/Setting-Up-a-Metasploit-Development-Environment#wiki-ssh
1635,https://github.com/rapid7/metasploit-payloads/pull/236
1636,https://github.com/rapid7/metasploit-framework/issues/8656
1637,https://travis-ci.org/rapid7/metasploit-framework/jobs/283002266
1638,https://travis-ci.org/rapid7/metasploit-framework/builds/305451720?utm_source=github_status&utm_medium=notification
1639,https://travis-ci.org/rapid7/metasploit-framework/builds/305468211?utm_source=github_status&utm_medium=notification
1640,https://travis-ci.org/rapid7/metasploit-framework/builds/307003457?utm_source=github_status&utm_medium=notification
1641,https://travis-ci.org/rapid7/metasploit-framework/builds/307173792?utm_source=github_status&utm_medium=notification
1642,https://github.com/rapid7/metasploit-framework/pull/9020
1643,https://travis-ci.org/rapid7/metasploit-framework/builds/281479781?utm_source=github_status&utm_medium=notification
1644,https://travis-ci.org/rapid7/metasploit-framework/builds/284302977?utm_source=github_status&utm_medium=notification
1645,https://travis-ci.org/rapid7/metasploit-framework/builds/281510533?utm_source=github_status&utm_medium=notification
1646,https://travis-ci.org/rapid7/metasploit-framework/builds/283929997?utm_source=github_status&utm_medium=notification
1647,https://github.com/rapid7/metasploit-framework/issues/8483
1648,https://github.com/rapid7/metasploit-framework/pull/7655
1649,https://travis-ci.org/rapid7/metasploit-framework/builds/281501448?utm_source=github_status&utm_medium=notification
1650,https://travis-ci.org/rapid7/metasploit-framework/builds/281515165?utm_source=github_status&utm_medium=notification
1651,https://travis-ci.org/rapid7/metasploit-framework/builds/282561125?utm_source=github_status&utm_medium=notification
1652,https://travis-ci.org/rapid7/metasploit-framework/builds/283913836?utm_source=github_status&utm_medium=notification
1653,https://github.com/rapid7/metasploit-payloads/pull/240
1654,https://github.com/rapid7/metasploit-framework/issues/8981
1655,https://travis-ci.org/rapid7/metasploit-framework/builds/280292709?utm_source=github_status&utm_medium=notification
1656,https://travis-ci.org/rapid7/metasploit-framework/builds/280435745?utm_source=github_status&utm_medium=notification
1657,https://github.com/rapid7/metasploit-framework/pull/9011#issuecomment-332523893
1658,https://www.linkedin.com/shareArticle?mini=true&url=https://blog.rapid7.com/2011/08/01/metasploit-40-released/&title=Metasploit Framework 4.0 Released!&summary=It's been a long road to 4.0. The first 3.0 release was almost 5 years ago and the first release under the
1659,https://twitter.com/intent/tweet?text=Metasploit Framework 4.0 Released!&url=https://blog.rapid7.com/2011/08/01/metasploit-40-released/
1660,https://www.facebook.com/sharer/sharer.php?u=https://blog.rapid7.com/2011/08/01/metasploit-40-released/
1661,https://github.com/rapid7/metasploit-framework/blob/master/modules/exploits/linux/http/denyall_waf_exec.rb
1662,https://github.com/rapid7/metasploit-framework/commits/master/modules/exploits/linux/http/denyall_waf_exec.rb
1663,https://github.com/rapid7/metasploit-framework/blob/master/modules/exploits/linux/http/supervisor_xmlrpc_exec.rb
1664,https://github.com/rapid7/metasploit-framework/commits/master/modules/exploits/linux/http/supervisor_xmlrpc_exec.rb
1665,https://www.rapid7.com/db/vulnerabilities/alpine-linux-cve-2017-11610
1666,https://www.rapid7.com/db/vulnerabilities/gentoo-linux-cve-2017-11610
1667,https://github.com/rapid7/metasploit-framework/blob/master/modules/exploits/multi/misc/nodejs_v8_debugger.rb
1668,https://github.com/rapid7/metasploit-framework/commits/master/modules/exploits/multi/misc/nodejs_v8_debugger.rb
1669,https://github.com/rapid7/metasploit-framework/blob/master/modules/exploits/unix/smtp/qmail_bash_env_exec.rb
1670,https://github.com/rapid7/metasploit-framework/commits/master/modules/exploits/unix/smtp/qmail_bash_env_exec.rb
1671,https://www.rapid7.com/db/vulnerabilities/aix-bash_in_aix_toolbox
1672,https://www.rapid7.com/db/vulnerabilities/alpine-linux-cve-2014-6271
1673,https://www.rapid7.com/db/vulnerabilities/amazon-linux-ami-alas-2014-418
1674,https://www.rapid7.com/db/vulnerabilities/apple-osx-bash-cve-2014-6271
1675,https://www.rapid7.com/db/vulnerabilities/cisco-nx-os-cisco-sa-20140926-bash
1676,https://www.rapid7.com/db/vulnerabilities/cisco-sa-20140926-bash
1677,https://www.rapid7.com/db/vulnerabilities/cisco-san-os-cisco-sa-20140926-bash
1678,https://www.rapid7.com/db/vulnerabilities/cisco-ucs-cisco-sa-20140926-bash
1679,https://www.rapid7.com/db/vulnerabilities/debian-DSA-3032
1680,https://www.rapid7.com/db/vulnerabilities/freebsd-vid-71ad81da-4414-11e4-a33e-3c970e169bc2
1681,https://www.rapid7.com/db/vulnerabilities/gentoo-linux-cve-2014-6271
1682,https://www.rapid7.com/db/vulnerabilities/gnu-bash-cve-2014-6271
1683,https://www.rapid7.com/db/vulnerabilities/linuxrpm-ELSA-2014-1293
1684,https://www.rapid7.com/db/vulnerabilities/linuxrpm-ELSA-2014-1294
1685,https://www.rapid7.com/db/vulnerabilities/linuxrpm-RHSA-2014-1293
1686,https://www.rapid7.com/db/vulnerabilities/linuxrpm-RHSA-2014-1294
1687,https://www.rapid7.com/db/vulnerabilities/linuxrpm-RHSA-2014-1295
1688,https://www.rapid7.com/db/vulnerabilities/linuxrpm-RHSA-2014-1354
1689,https://www.rapid7.com/db/vulnerabilities/oracle-solaris-cve-2014-6271
1690,https://www.rapid7.com/db/vulnerabilities/sunpatch-126546
1691,https://www.rapid7.com/db/vulnerabilities/sunpatch-126547
1692,https://www.rapid7.com/db/vulnerabilities/sunpatch-149079
1693,https://www.rapid7.com/db/vulnerabilities/sunpatch-149080
1694,https://www.rapid7.com/db/vulnerabilities/sunpatch-150512
1695,https://www.rapid7.com/db/vulnerabilities/sunpatch-150513
1696,https://www.rapid7.com/db/vulnerabilities/ubuntu-USN-2362-1
1697,https://www.rapid7.com/db/modules/exploit/multi/ftp/pureftpd_bash_env_exec
1698,https://www.rapid7.com/db/modules/auxiliary/server/dhclient_bash_env
1699,https://www.rapid7.com/db/modules/exploit/unix/dhcp/bash_environment
1700,https://www.rapid7.com/db/modules/exploit/multi/http/cups_bash_env_exec
1701,https://www.rapid7.com/db/modules/auxiliary/scanner/http/apache_mod_cgi_bash_env
1702,https://www.rapid7.com/db/modules/exploit/linux/http/advantech_switch_bash_env_exec
1703,https://www.rapid7.com/db/modules/exploit/osx/local/vmware_bash_function_root
1704,https://www.rapid7.com/db/modules/exploit/linux/http/ipfire_bashbug_exec
1705,https://www.rapid7.com/db/modules/exploit/multi/http/apache_mod_cgi_bash_env_exec
1706,https://github.com/rapid7/metasploit-framework/blob/master/modules/exploits/windows/http/disk_pulse_enterprise_get.rb
1707,https://github.com/rapid7/metasploit-framework/commits/master/modules/exploits/windows/http/disk_pulse_enterprise_get.rb
1708,https://github.com/rapid7/metasploit-framework/blob/master/modules/auxiliary/scanner/http/buildmaster_login.rb
1709,https://github.com/rapid7/metasploit-framework/commits/master/modules/auxiliary/scanner/http/buildmaster_login.rb
1710,https://github.com/rapid7/metasploit-framework/blob/master/modules/auxiliary/scanner/smb/smb1.rb
1711,https://github.com/rapid7/metasploit-framework/commits/master/modules/auxiliary/scanner/smb/smb1.rb
1712,https://github.com/rapid7/metasploit-framework/commit/86c927edb7ffec12d5c8878aa50d8ec08a5e7f76?diff=unified
1713,https://github.com/rapid7/metasploit-framework/commit/86c927edb7ffec12d5c8878aa50d8ec08a5e7f76?diff=split
1714,https://github.com/rapid7/metasploit-framework/commit/a16cd5aade94f00e33a1bf66a4a483509180b20a?diff=unified
1715,https://github.com/rapid7/metasploit-framework/commit/a16cd5aade94f00e33a1bf66a4a483509180b20a?diff=split
1716,https://github.com/rapid7/metasploit-framework/commit/fe1af35107d3b47aaaf7c8cf3af7f45857c666ea?diff=unified
1717,https://github.com/rapid7/metasploit-framework/commit/fe1af35107d3b47aaaf7c8cf3af7f45857c666ea?diff=split
1718,https://travis-ci.org/rapid7/metasploit-framework/builds/217426488
1719,https://travis-ci.org/rapid7/metasploit-framework/builds/217432098
1720,https://travis-ci.org/rapid7/metasploit-framework/builds/217922963
1721,https://blog.rapid7.com/2017/12/28/regifting-python-in-metasploit
1722,https://travis-ci.org/rapid7/metasploit-framework/builds/305014916?utm_source=github_status&utm_medium=notification
1723,https://travis-ci.org/rapid7/metasploit-framework/builds/305018970?utm_source=github_status&utm_medium=notification
1724,https://github.com/rapid7/metasploit-framework/commit/40a71af7ed9e8c1ca95e2288de24a57f442898f4
1725,https://github.com/rapid7/metasploit-framework/compare/rapid7:4b225c3...rapid7:d6e966b?diff=unified&name=d6e966b
1726,https://github.com/rapid7/metasploit-framework/compare/rapid7:4b225c3...rapid7:d6e966b?diff=split&name=d6e966b
1727,https://github.com/rapid7/metasploit-payloads/issues/265
1728,https://travis-ci.org/rapid7/metasploit-framework/builds/326992207?utm_source=github_status&utm_medium=notification
1729,https://github.com/rapid7/metasploit-framework/commit/b4bb1b5ed1edd670b62922ce715c33427a0a0ec9
1730,https://github.com/rapid7/metasploit-framework/commit/ffd70734206dc477d905829954ae3449361fdb52?diff=unified
1731,https://github.com/rapid7/metasploit-framework/commit/ffd70734206dc477d905829954ae3449361fdb52?diff=split
1732,https://github.com/rapid7/metasploit-framework/issues/5200
1733,https://travis-ci.org/rapid7/metasploit-framework/builds/249499380?utm_source=github_status&utm_medium=notification
1734,https://travis-ci.org/rapid7/metasploit-framework/builds/249501388?utm_source=github_status&utm_medium=notification
1735,https://travis-ci.org/rapid7/metasploit-framework/builds/260701817?utm_source=github_status&utm_medium=notification
1736,https://github.com/rapid7/metasploit-framework/pull/9368
1737,https://github.com/rapid7/metasploit-framework/blob/master/.rubocop.yml#L54
1738,https://github.com/rapid7/metasploit-framework/pull/9369
1739,https://github.com/rapid7/metasploit-framework/blob/master/lib/metasploit/framework/data_service/remote/http/core.rb#L48
1740,https://github.com/rapid7/metasploit-framework/blob/master/lib/metasploit/framework/data_service/remote/http/core.rb#L237
1741,https://github.com/rapid7/metasploit-framework/pull/9926
1742,https://github.com/rapid7/metasploit-framework/commit/43c680151e07f1b75bbbfdc3c2a72fd7cae14edd
1743,https://github.com/rapid7/metasploit-framework/commit/0a73a5007c403e05b29afc711c146312e0ccd715
1744,https://travis-ci.org/rapid7/metasploit-framework/builds/375959864?utm_source=github_status&utm_medium=notification
1745,https://travis-ci.org/rapid7/metasploit-framework/builds/376110692?utm_source=github_status&utm_medium=notification
1746,https://community.rapid7.com/community/infosec/blog/2016/10/04/r7-2016-07-multiple-vulnerabilities-in-animas-onetouch-ping-insulin-pump
1747,https://opendata.rapid7.com/sonar.https/
1748,https://www.rapid7.com/info/threat-report/2018-q1-threat-report/
1749,https://www.rapid7.com/security-response/wanna-decryptor/
1750,https://www.rapid7.com/info/off-the-chain-observing-bitcoin-nodes-on-the-public-internet/
1751,https://www.rapid7.com/off-the-chain
1752,https://blog.rapid7.com/author/brent-cook/
1753,https://blog.rapid7.com/author/william-vu/
1754,https://blog.rapid7.com/2018/02/27/the-flip-side-of-memcrashed/
1755,https://blog.rapid7.com/2017/02/06/on-air-broadcasting-insecurity/
1756,https://blog.rapid7.com/tag/wannacry/
1757,https://scans.io/data/rapid7/sonar.tcp/2017-03-20-1490021552-tcp_memcached_11211.csv.gz
1758,https://scans.io/data/rapid7/sonar.tcp/2018-03-01-1519916861-tcp_memcached_11211.csv.gz
1759,https://scans.io/data/rapid7/sonar.tcp/2018-03-06-1520372424-tcp_memcached_11211.csv.gz
1760,https://scans.io/data/rapid7/sonar.udp/2018-03-01-1519915548-udp_memcached_11211.csv.gz
1761,https://scans.io/data/rapid7/sonar.udp/2018-03-05-1520227021-udp_memcached_11211.csv.gz
1762,https://www.rapid7.com/db/modules/auxiliary/scanner/memcached/memcached_amp
1763,https://github.com/rapid7/metasploit-framework/pull/9678
1764,https://github.com/rapid7/metasploit-framework/pull/9644
1765,https://blog.rapid7.com/author/bob-rudis
1766,https://blog.rapid7.com/author/jon-hart
1767,https://blog.rapid7.com/tag/haxmas
1768,https://blog.rapid7.com/tag/iot
1769,https://blog.rapid7.com/tag/project-heisenberg
1770,https://blog.rapid7.com/2018/01/04/the-ghost-of-a-botnet-possibly-past/tag/project-sonar
1771,https://sonar.labs.rapid7.com
1772,https://www.rapid7.com/db/modules/auxiliary/scanner/mqtt/connect
1773,https://github.com/rapid7/metasploit-framework/pull/9330
1774,https://github.com/rapid7/metasploit-framework/pull/9329
1775,https://github.com/rapid7/metasploit-framework/blob/becc05b4f1c347a458401002de3c74738a0cacdb/lib/msf/core/auxiliary/mqtt.rb
1776,https://blog.rapid7.com/2018/01/02/yankee-swapped-mqtt-primer-exposure-exploitation-and-exploration/research@rapid7.com
1777,https://blog.rapid7.com/tag/project-sonar
1778,https://blog.rapid7.com/author/rebekah-brown
